0.8631465517241379,30,18,11,4,4
0.8611111111111112,32,19,11,4,4
0.85,34,23,14,6,6
0.8491379310344828,34,24,15,6,6
0.8145833333333333,43,38,25,10,10
0.80875,46,43,30,8,8
0.8024553571428571,46,43,32,9,9
0.7913602941176471,48,45,34,10,10
0.7790178571428571,51,48,38,14,14
0.7755681818181818,50,48,38,14,14
0.7708333333333334,53,51,41,16,16
0.7557870370370371,57,53,46,17,17
0.7472426470588235,55,53,44,20,20
0.7435344827586207,61,57,46,23,23
0.740234375,61,57,45,23,24
0.7328629032258065,63,61,45,27,27
0.728448275862069,65,63,47,27,27
0.7247983870967742,65,63,48,27,27
0.7167338709677419,68,65,49,28,28
0.7165178571428571,76,75,61,32,32
0.7150735294117647,68,63,49,28,28
0.7056451612903226,71,67,51,29,29
0.7052083333333333,71,67,52,29,29
0.7021484375,72,65,53,31,31
0.7016129032258065,72,68,54,28,28
0.6955645161290323,73,68,56,32,32
0.6955357142857143,72,67,54,33,33
0.6932870370370371,75,69,58,34,34
0.6885416666666667,75,69,58,33,33
0.6862980769230769,76,71,61,33,33
0.684375,74,71,58,31,32
0.68359375,73,70,56,31,31
0.6810344827586207,75,71,60,31,31
0.6764705882352942,72,71,58,31,32
0.675,74,72,60,33,33
0.6729166666666667,89,85,70,38,38
0.6643145161290323,76,74,63,32,32
0.6638257575757576,76,72,61,32,32
0.6607142857142857,77,77,64,32,33
0.6545138888888888,77,75,62,31,31
0.6534090909090909,77,76,63,32,32
0.6424632352941176,80,75,63,30,30
0.64125,85,84,66,31,32
0.638671875,84,78,64,29,29
0.6382211538461539,86,84,65,35,35
0.6382211538461539,86,84,65,33,33
0.6322115384615384,86,84,67,33,33
0.6165865384615384,91,88,68,31,32
0.6165865384615384,91,88,68,31,31
0.6104166666666667,90,86,67,31,31
0.6041666666666666,91,88,68,33,33
0.5997983870967742,93,89,69,28,28
0.59765625,99,96,73,30,31
0.5865384615384616,99,97,72,31,32
0.5864583333333333,96,94,70,30,30
0.584051724137931,97,94,70,31,31
0.5786290322580645,97,95,70,29,29
0.5767045454545454,96,93,68,30,31
0.5738636363636364,97,93,67,30,30
0.571875,99,95,71,28,28
0.5717592592592593,102,101,75,30,30
0.5705645161290323,99,95,70,27,27
0.5635416666666667,99,98,72,28,28
0.563508064516129,99,98,71,28,28
0.5549242424242424,98,95,72,32,32
0.5544354838709677,100,96,74,26,26
0.5492788461538461,107,100,77,35,35
0.5464015151515151,98,95,71,31,32
0.5463362068965517,102,98,73,32,32
0.534375,107,101,73,30,30
0.5334051724137931,108,101,73,33,33
0.53125,105,99,72,33,33
0.5237068965517241,108,104,75,34,34
0.521780303030303,105,100,74,32,33
0.5128676470588235,104,97,72,29,29
0.5089285714285714,124,122,96,35,35
0.4981060606060606,102,99,75,27,27
0.4947916666666667,107,101,78,31,31
0.49375,107,100,77,30,31
0.49270833333333336,107,102,77,29,30
0.4870689655172414,105,103,81,35,35
0.482421875,120,113,94,42,42
0.4788602941176471,102,100,80,36,36
0.47629310344827586,102,102,83,40,42
0.4739583333333333,102,101,82,35,36
0.4725378787878788,101,100,81,37,37
0.4666666666666667,101,99,80,41,41
0.4666666666666667,101,99,80,35,36
0.4664351851851852,102,101,84,37,37
0.45703125,97,96,83,38,38
0.4479166666666667,112,106,90,42,42
0.4453125,100,96,82,39,39
0.44308035714285715,100,97,83,39,39
0.43638392857142855,101,99,83,40,40
0.4354166666666667,101,95,81,40,40
0.43044354838709675,99,95,78,44,44
0.42943548387096775,98,94,78,40,40
0.4284274193548387,98,94,78,43,44
0.4263392857142857,101,96,78,44,45
0.42578125,97,95,77,39,39
0.42410714285714285,101,95,78,44,44
0.4224137931034483,100,95,77,44,44
0.42083333333333334,117,107,90,52,54
0.42036290322580644,100,95,76,44,44
0.41796875,113,106,87,51,51
